":@computed_region_43an_4dx5",":@computed_region_9yqb_tdyd","area_name","area_type","city","county","grade_category","location_1","location_1_address","location_1_city","location_1_state","location_1_zip","location_code","obese_1","obese_2","overweight_1","overweight_2","overweight_or_obese_1","overweight_or_obese_2","region","school_years","state","street_address","zip_code"
"379","2033","SUSQUEHANNA VALLEY CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","CONKLIN","BROOME","MIDDLE/HIGH","POINT (-75.8235 42.0782)",,,,,"030601","64","0.254","38","0.151","102","0.405","NEW YORK - PENN","2010-2012","NY","1040 CONKLIN RD","13748"
"475","2033","CHENANGO VALLEY CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","BINGHAMTON","BROOME","DISTRICT TOTAL","POINT (-75.8742 42.1677)",,,,,"030701","100","0.179","89","0.159","189","0.338","NEW YORK - PENN","2010-2012","NY","221 CHENANGO BRIDGE RD","13901"
"475","2033","CHENANGO VALLEY CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","BINGHAMTON","BROOME","ELEMENTARY","POINT (-75.8742 42.1677)",,,,,"030701","53","0.166","45","0.141","98","0.306","NEW YORK - PENN","2010-2012","NY","221 CHENANGO BRIDGE RD","13901"
"475","2033","CHENANGO VALLEY CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","BINGHAMTON","BROOME","MIDDLE/HIGH","POINT (-75.8742 42.1677)",,,,,"030701","47","0.201","44","0.188","91","0.389","NEW YORK - PENN","2010-2012","NY","221 CHENANGO BRIDGE RD","13901"
"388","2033","MAINE ENDWELL CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","ENDWELL","BROOME","DISTRICT TOTAL","POINT (-76.0238 42.1281)",,,,,"031101","122","0.171","111","0.155","233","0.326","NEW YORK - PENN","2010-2012","NY","712 FARM-TO-MARKET RD","13760"
"388","2033","MAINE ENDWELL CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","ENDWELL","BROOME","ELEMENTARY","POINT (-76.0238 42.1281)",,,,,"031101","47","0.142","47","0.142","94","0.284","NEW YORK - PENN","2010-2012","NY","712 FARM-TO-MARKET RD","13760"
"388","2033","MAINE ENDWELL CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","ENDWELL","BROOME","MIDDLE/HIGH","POINT (-76.0238 42.1281)",,,,,"031101","75","0.197","64","0.168","139","0.366","NEW YORK - PENN","2010-2012","NY","712 FARM-TO-MARKET RD","13760"
"384","2039","DEPOSIT CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","DEPOSIT","BROOME","DISTRICT TOTAL","POINT (-75.4192 42.0658)",,,,,"031301","46","0.235","34","0.173","80","0.408","NEW YORK - PENN","2010-2012","NY","171 2ND ST","13754"
"384","2039","DEPOSIT CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","DEPOSIT","BROOME","ELEMENTARY","POINT (-75.4192 42.0658)",,,,,"031301","28","0.228","23","0.187","51","0.415","NEW YORK - PENN","2010-2012","NY","171 2ND ST","13754"
"384","2039","DEPOSIT CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","DEPOSIT","BROOME","MIDDLE/HIGH","POINT (-75.4192 42.0658)",,,,,"031301","18","0.243","11","0.149","29","0.392","NEW YORK - PENN","2010-2012","NY","171 2ND ST","13754"
"471","2033","WHITNEY POINT CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","WHITNEY POINT","BROOME","DISTRICT TOTAL","POINT (-75.9759 42.3379)",,,,,"031401","81","0.18","85","0.188","166","0.368","NEW YORK - PENN","2010-2012","NY","10 KEIBEL RD","13862"
"471","2033","WHITNEY POINT CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","WHITNEY POINT","BROOME","ELEMENTARY","POINT (-75.9759 42.3379)",,,,,"031401","38","0.162","50","0.214","88","0.376","NEW YORK - PENN","2010-2012","NY","10 KEIBEL RD","13862"
"471","2033","WHITNEY POINT CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","WHITNEY POINT","BROOME","MIDDLE/HIGH","POINT (-75.9759 42.3379)",,,,,"031401","40","0.188","30","0.141","70","0.329","NEW YORK - PENN","2010-2012","NY","10 KEIBEL RD","13862"
"388","2033","UNION-ENDICOTT CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","ENDICOTT","BROOME","DISTRICT TOTAL","POINT (-76.0513 42.0973)",,,,,"031501","247","0.196","194","0.154","441","0.35","NEW YORK - PENN","2010-2012","NY","1100 E MAIN ST","13760"
"388","2033","UNION-ENDICOTT CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","ENDICOTT","BROOME","ELEMENTARY","POINT (-76.0513 42.0973)",,,,,"031501","120","0.177","112","0.165","232","0.342","NEW YORK - PENN","2010-2012","NY","1100 E MAIN ST","13760"
"388","2033","UNION-ENDICOTT CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","ENDICOTT","BROOME","MIDDLE/HIGH","POINT (-76.0513 42.0973)",,,,,"031501","127","0.218","82","0.141","209","0.359","NEW YORK - PENN","2010-2012","NY","1100 E MAIN ST","13760"
"429","2033","JOHNSON CITY CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","JOHNSON CITY","BROOME","DISTRICT TOTAL","POINT (-75.9705 42.1363)",,,,,"031502","177","0.223","116","0.146","293","0.369","NEW YORK - PENN","2010-2012","NY","666 REYNOLDS RD","13790"
"429","2033","JOHNSON CITY CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","JOHNSON CITY","BROOME","ELEMENTARY","POINT (-75.9705 42.1363)",,,,,"031502","105","0.23","73","0.16","178","0.389","NEW YORK - PENN","2010-2012","NY","666 REYNOLDS RD","13790"
"429","2033","JOHNSON CITY CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","JOHNSON CITY","BROOME","MIDDLE/HIGH","POINT (-75.9705 42.1363)",,,,,"031502","72","0.216","43","0.129","115","0.345","NEW YORK - PENN","2010-2012","NY","666 REYNOLDS RD","13790"
"466","2033","VESTAL CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","VESTAL","BROOME","DISTRICT TOTAL","POINT (-76.0537 42.0849)",,,,,"031601","92","0.082","131","0.116","223","0.198","NEW YORK - PENN","2010-2012","NY","201 MAIN ST","13850"
"466","2033","VESTAL CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","VESTAL","BROOME","ELEMENTARY","POINT (-76.0537 42.0849)",,,,,"031601","7","0.013","45","0.082","52","0.094","NEW YORK - PENN","2010-2012","NY","201 MAIN ST","13850"
"466","2033","VESTAL CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","VESTAL","BROOME","MIDDLE/HIGH","POINT (-76.0537 42.0849)",,,,,"031601","85","0.148","86","0.149","171","0.297","NEW YORK - PENN","2010-2012","NY","201 MAIN ST","13850"
"474","2033","WINDSOR CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","WINDSOR","BROOME","DISTRICT TOTAL","POINT (-75.6413 42.0672)",,,,,"031701","119","0.199","121","0.203","240","0.402","NEW YORK - PENN","2010-2012","NY","1191 NY RT 79","13865"
"474","2033","WINDSOR CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","WINDSOR","BROOME","ELEMENTARY","POINT (-75.6413 42.0672)",,,,,"031701","62","0.193","65","0.202","127","0.396","NEW YORK - PENN","2010-2012","NY","1191 NY RT 79","13865"
"474","2033","WINDSOR CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","WINDSOR","BROOME","MIDDLE/HIGH","POINT (-75.6413 42.0672)",,,,,"031701","57","0.212","56","0.208","113","0.42","NEW YORK - PENN","2010-2012","NY","1191 NY RT 79","13865"
"28","2034","WEST VALLEY CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","WEST VALLEY","CATTARAUGUS","DISTRICT TOTAL","POINT (-78.6097 42.406)",,,,,"040204","13","0.114","16","0.14","29","0.254","WESTERN NEW YORK","2010-2012","NY","5359 SCHOOL ST","14171"
"28","2034","WEST VALLEY CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","WEST VALLEY","CATTARAUGUS","ELEMENTARY","POINT (-78.6097 42.406)",,,,,"040204","7","0.101","11","0.159","18","0.261","WESTERN NEW YORK","2010-2012","NY","5359 SCHOOL ST","14171"
"28","2034","WEST VALLEY CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","WEST VALLEY","CATTARAUGUS","MIDDLE/HIGH","POINT (-78.6097 42.406)",,,,,"040204","6","0.133","5","0.111","11","0.244","WESTERN NEW YORK","2010-2012","NY","5359 SCHOOL ST","14171"
"1688","2034","ALLEGANY-LIMESTONE CSD","SCHOOL DISTRICT","ALLEGANY","CATTARAUGUS","DISTRICT TOTAL","POINT (-78.5024 42.1314)",,,,,"040302","84","0.169","106","0.214","190","0.383","WESTERN NEW YORK","2010-2012","NY","3131 FIVE MILE RD","14706"
"1688","2034","ALLEGANY-LIMESTONE CSD","SCHOOL DISTRICT","ALLEGANY","CATTARAUGUS","ELEMENTARY","POINT (-78.5024 42.1314)",,,,,"040302","49","0.147","81","0.243","130","0.39","WESTERN NEW YORK","2010-2012","NY","3131 FIVE MILE RD","14706"
"1688","2034","ALLEGANY-LIMESTONE CSD","SCHOOL DISTRICT","ALLEGANY","CATTARAUGUS","MIDDLE/HIGH","POINT (-78.5024 42.1314)",,,,,"040302","35","0.215","25","0.153","60","0.368","WESTERN NEW YORK","2010-2012","NY","3131 FIVE MILE RD","14706"
"1719","2034","ELLICOTTVILLE CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","ELLICOTTVILLE","CATTARAUGUS","DISTRICT TOTAL","POINT (-78.6504 42.2537)",,,,,"040901","57","0.224","43","0.169","100","0.394","WESTERN NEW YORK","2010-2012","NY","5873 RT 219","14731"
"1719","2034","ELLICOTTVILLE CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","ELLICOTTVILLE","CATTARAUGUS","ELEMENTARY","POINT (-78.6504 42.2537)",,,,,"040901","41","0.248","27","0.164","68","0.412","WESTERN NEW YORK","2010-2012","NY","5873 RT 219","14731"
"1719","2034","ELLICOTTVILLE CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","ELLICOTTVILLE","CATTARAUGUS","MIDDLE/HIGH","POINT (-78.6504 42.2537)",,,,,"040901","20","0.206","15","0.155","35","0.361","WESTERN NEW YORK","2010-2012","NY","5873 RT 219","14731"
"1715","2034","FRANKLINVILLE CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","FRANKLINVILLE","CATTARAUGUS","DISTRICT TOTAL","POINT (-78.4572 42.3396)",,,,,"041101","49","0.184","47","0.176","96","0.36","WESTERN NEW YORK","2010-2012","NY","31 N MAIN ST","14737"
"1715","2034","FRANKLINVILLE CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","FRANKLINVILLE","CATTARAUGUS","ELEMENTARY","POINT (-78.4572 42.3396)",,,,,"041101","31","0.177","23","0.131","54","0.309","WESTERN NEW YORK","2010-2012","NY","31 N MAIN ST","14737"
"1715","2034","FRANKLINVILLE CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","FRANKLINVILLE","CATTARAUGUS","MIDDLE/HIGH","POINT (-78.4572 42.3396)",,,,,"041101","18","0.196","24","0.261","42","0.457","WESTERN NEW YORK","2010-2012","NY","31 N MAIN ST","14737"
"1721","2034","HINSDALE CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","HINSDALE","CATTARAUGUS","DISTRICT TOTAL","POINT (-78.3965 42.1566)",,,,,"041401","35","0.212","24","0.145","59","0.358","WESTERN NEW YORK","2010-2012","NY","3701 MAIN ST","14743"
"1721","2034","HINSDALE CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","HINSDALE","CATTARAUGUS","ELEMENTARY","POINT (-78.3965 42.1566)",,,,,"041401","19","0.188","11","0.109","30","0.297","WESTERN NEW YORK","2010-2012","NY","3701 MAIN ST","14743"
"1721","2034","HINSDALE CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","HINSDALE","CATTARAUGUS","MIDDLE/HIGH","POINT (-78.3965 42.1566)",,,,,"041401","16","0.258","11","0.177","27","0.435","WESTERN NEW YORK","2010-2012","NY","3701 MAIN ST","14743"
"1700","2034","CATTARAUGUS-LITTLE VALLEY CSD","SCHOOL DISTRICT","CATTARAUGUS","CATTARAUGUS","DISTRICT TOTAL","POINT (-78.862 42.3343)",,,,,"042302","69","0.173","65","0.163","134","0.336","WESTERN NEW YORK","2010-2012","NY","25 FRANKLIN ST N","14719"
"1700","2034","CATTARAUGUS-LITTLE VALLEY CSD","SCHOOL DISTRICT","CATTARAUGUS","CATTARAUGUS","ELEMENTARY","POINT (-78.862 42.3343)",,,,,"042302","43","0.183","40","0.17","83","0.353","WESTERN NEW YORK","2010-2012","NY","25 FRANKLIN ST N","14719"
"1700","2034","CATTARAUGUS-LITTLE VALLEY CSD","SCHOOL DISTRICT","CATTARAUGUS","CATTARAUGUS","MIDDLE/HIGH","POINT (-78.862 42.3343)",,,,,"042302","26","0.166","25","0.159","51","0.325","WESTERN NEW YORK","2010-2012","NY","25 FRANKLIN ST N","14719"
"1732","2034","OLEAN CITY SCHOOLS","SCHOOL DISTRICT","OLEAN","CATTARAUGUS","DISTRICT TOTAL","POINT (-78.4344 42.0815)",,,,,"042400","187","0.18","180","0.173","367","0.353","WESTERN NEW YORK","2010-2012","NY","410 W SULLIVAN ST","14760"
"1732","2034","OLEAN CITY SCHOOLS","SCHOOL DISTRICT","OLEAN","CATTARAUGUS","ELEMENTARY","POINT (-78.4344 42.0815)",,,,,"042400","88","0.167","88","0.167","176","0.334","WESTERN NEW YORK","2010-2012","NY","410 W SULLIVAN ST","14760"
"1732","2034","OLEAN CITY SCHOOLS","SCHOOL DISTRICT","OLEAN","CATTARAUGUS","MIDDLE/HIGH","POINT (-78.4344 42.0815)",,,,,"042400","70","0.195","66","0.184","136","0.379","WESTERN NEW YORK","2010-2012","NY","410 W SULLIVAN ST","14760"
"525","2034","GOWANDA CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","GOWANDA","CATTARAUGUS","DISTRICT TOTAL","POINT (-78.9481 42.4638)",,,,,"042801","102","0.22","103","0.222","205","0.442","WESTERN NEW YORK","2010-2012","NY","10674 PROSPECT ST","14070"
"525","2034","GOWANDA CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","GOWANDA","CATTARAUGUS","ELEMENTARY","POINT (-78.9481 42.4638)",,,,,"042801","63","0.213","67","0.226","130","0.439","WESTERN NEW YORK","2010-2012","NY","10674 PROSPECT ST","14070"
"525","2034","GOWANDA CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","GOWANDA","CATTARAUGUS","MIDDLE/HIGH","POINT (-78.9481 42.4638)",,,,,"042801","39","0.232","36","0.214","75","0.446","WESTERN NEW YORK","2010-2012","NY","10674 PROSPECT ST","14070"
"1735","2034","PORTVILLE CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","PORTVILLE","CATTARAUGUS","DISTRICT TOTAL","POINT (-78.3317 42.0344)",,,,,"042901","62","0.154","87","0.216","149","0.371","WESTERN NEW YORK","2010-2012","NY","500 ELM ST","14770"
"1735","2034","PORTVILLE CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","PORTVILLE","CATTARAUGUS","ELEMENTARY","POINT (-78.3317 42.0344)",,,,,"042901","43","0.165","51","0.195","94","0.36","WESTERN NEW YORK","2010-2012","NY","500 ELM ST","14770"
"1735","2034","PORTVILLE CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","PORTVILLE","CATTARAUGUS","MIDDLE/HIGH","POINT (-78.3317 42.0344)",,,,,"042901","19","0.136","36","0.257","55","0.393","WESTERN NEW YORK","2010-2012","NY","500 ELM ST","14770"
"1736","2034","RANDOLPH CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","RANDOLPH","CATTARAUGUS","DISTRICT TOTAL","POINT (-78.9476 42.1726)",,,,,"043001","72","0.238","58","0.191","130","0.429","WESTERN NEW YORK","2010-2012","NY","18 MAIN ST","14772"
"1736","2034","RANDOLPH CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","RANDOLPH","CATTARAUGUS","ELEMENTARY","POINT (-78.9476 42.1726)",,,,,"043001","43","0.259","29","0.175","72","0.434","WESTERN NEW YORK","2010-2012","NY","18 MAIN ST","14772"
"1736","2034","RANDOLPH CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","RANDOLPH","CATTARAUGUS","MIDDLE/HIGH","POINT (-78.9476 42.1726)",,,,,"043001","29","0.212","29","0.212","58","0.423","WESTERN NEW YORK","2010-2012","NY","18 MAIN ST","14772"
"1741","2034","SALAMANCA CITY SCHOOLS","SCHOOL DISTRICT","SALAMANCA","CATTARAUGUS","DISTRICT TOTAL","POINT (-78.7371 42.1611)",,,,,"043200","95","0.207","96","0.209","191","0.415","WESTERN NEW YORK","2010-2012","NY","50 IROQUOIS DR","14779"
"1741","2034","SALAMANCA CITY SCHOOLS","SCHOOL DISTRICT","SALAMANCA","CATTARAUGUS","ELEMENTARY","POINT (-78.7371 42.1611)",,,,,"043200","54","0.179","61","0.203","115","0.382","WESTERN NEW YORK","2010-2012","NY","50 IROQUOIS DR","14779"
"1741","2034","SALAMANCA CITY SCHOOLS","SCHOOL DISTRICT","SALAMANCA","CATTARAUGUS","MIDDLE/HIGH","POINT (-78.7371 42.1611)",,,,,"043200","41","0.258","35","0.22","76","0.478","WESTERN NEW YORK","2010-2012","NY","50 IROQUOIS DR","14779"
"505","2034","YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","YORKSHIRE","CATTARAUGUS","DISTRICT TOTAL","POINT (-78.4646 42.5247)",,,,,"043501","181","0.208","159","0.182","340","0.39","WESTERN NEW YORK","2010-2012","NY","12125 COUNTY LINE RD","14173"
"505","2034","YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","YORKSHIRE","CATTARAUGUS","ELEMENTARY","POINT (-78.4646 42.5247)",,,,,"043501","84","0.171","86","0.175","170","0.346","WESTERN NEW YORK","2010-2012","NY","12125 COUNTY LINE RD","14173"
"505","2034","YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","YORKSHIRE","CATTARAUGUS","MIDDLE/HIGH","POINT (-78.4646 42.5247)",,,,,"043501","97","0.258","73","0.194","170","0.452","WESTERN NEW YORK","2010-2012","NY","12125 COUNTY LINE RD","14173"
"343","618","AUBURN CITY SCHOOLS","SCHOOL DISTRICT","AUBURN","CAYUGA","DISTRICT TOTAL","POINT (-76.5794 42.9136)",,,,,"050100","349","0.208","276","0.164","625","0.372","CENTRAL NEW YORK","2010-2012","NY","78 THORNTON AVE","13021"
"343","618","AUBURN CITY SCHOOLS","SCHOOL DISTRICT","AUBURN","CAYUGA","ELEMENTARY","POINT (-76.5794 42.9136)",,,,,"050100","225","0.209","187","0.173","412","0.382","CENTRAL NEW YORK","2010-2012","NY","78 THORNTON AVE","13021"
"343","618","AUBURN CITY SCHOOLS","SCHOOL DISTRICT","AUBURN","CAYUGA","MIDDLE/HIGH","POINT (-76.5794 42.9136)",,,,,"050100","124","0.206","89","0.148","213","0.354","CENTRAL NEW YORK","2010-2012","NY","78 THORNTON AVE","13021"
"702","618","WEEDSPORT CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","WEEDSPORT","CAYUGA","DISTRICT TOTAL","POINT (-76.5543 43.0473)",,,,,"050301","82","0.269","49","0.161","131","0.43","CENTRAL NEW YORK","2010-2012","NY","2821 E BRUTUS ST","13166"
"702","618","WEEDSPORT CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","WEEDSPORT","CAYUGA","ELEMENTARY","POINT (-76.5543 43.0473)",,,,,"050301","55","0.309","20","0.112","75","0.421","CENTRAL NEW YORK","2010-2012","NY","2821 E BRUTUS ST","13166"
"702","618","WEEDSPORT CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","WEEDSPORT","CAYUGA","MIDDLE/HIGH","POINT (-76.5543 43.0473)",,,,,"050301","27","0.221","29","0.238","56","0.459","CENTRAL NEW YORK","2010-2012","NY","2821 E BRUTUS ST","13166"
"352","618","CATO MERIDIAN CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","CATO","CAYUGA","DISTRICT TOTAL","POINT (-76.5528 43.1743)",,,,,"050401","62","0.187","26","0.079","88","0.266","CENTRAL NEW YORK","2010-2012","NY","2851 NYS RT 370","13033"
"352","618","CATO MERIDIAN CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","CATO","CAYUGA","ELEMENTARY","POINT (-76.5528 43.1743)",,,,,"050401","27","0.136","19","0.095","46","0.231","CENTRAL NEW YORK","2010-2012","NY","2851 NYS RT 370","13033"
"352","618","CATO MERIDIAN CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","CATO","CAYUGA","MIDDLE/HIGH","POINT (-76.5528 43.1743)",,,,,"050401","35","0.282",,,"35","0.282","CENTRAL NEW YORK","2010-2012","NY","2851 NYS RT 370","13033"
"345","618","SOUTHERN CAYUGA CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","AURORA","CAYUGA","DISTRICT TOTAL","POINT (-76.6179 42.7342)",,,,,"050701","47","0.19","48","0.194","95","0.383","CENTRAL NEW YORK","2010-2012","NY","2384 RT 34B","13026"
"345","618","SOUTHERN CAYUGA CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","AURORA","CAYUGA","ELEMENTARY","POINT (-76.6179 42.7342)",,,,,"050701","20","0.148","21","0.156","41","0.304","CENTRAL NEW YORK","2010-2012","NY","2384 RT 34B","13026"
"345","618","SOUTHERN CAYUGA CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","AURORA","CAYUGA","MIDDLE/HIGH","POINT (-76.6179 42.7342)",,,,,"050701","27","0.239","27","0.239","54","0.478","CENTRAL NEW YORK","2010-2012","NY","2384 RT 34B","13026"
"681","618","PORT BYRON CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","PORT BYRON","CAYUGA","DISTRICT TOTAL","POINT (-76.6192 43.0403)",,,,,"051101","113","0.276","70","0.171","183","0.447","CENTRAL NEW YORK","2010-2012","NY","30 MAPLE AVE","13140"
"681","618","PORT BYRON CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","PORT BYRON","CAYUGA","ELEMENTARY","POINT (-76.6192 43.0403)",,,,,"051101","80","0.314","44","0.173","124","0.486","CENTRAL NEW YORK","2010-2012","NY","30 MAPLE AVE","13140"
"681","618","PORT BYRON CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","PORT BYRON","CAYUGA","MIDDLE/HIGH","POINT (-76.6192 43.0403)",,,,,"051101","35","0.24","23","0.158","58","0.397","CENTRAL NEW YORK","2010-2012","NY","30 MAPLE AVE","13140"
"662","618","MORAVIA CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","MORAVIA","CAYUGA","DISTRICT TOTAL","POINT (-76.4212 42.7067)",,,,,"051301","87","0.242","70","0.194","157","0.436","CENTRAL NEW YORK","2010-2012","NY","68 S MAIN ST","13118"
"662","618","MORAVIA CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","MORAVIA","CAYUGA","ELEMENTARY","POINT (-76.4212 42.7067)",,,,,"051301","61","0.251","48","0.198","109","0.449","CENTRAL NEW YORK","2010-2012","NY","68 S MAIN ST","13118"
"662","618","MORAVIA CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","MORAVIA","CAYUGA","MIDDLE/HIGH","POINT (-76.4212 42.7067)",,,,,"051301","26","0.222","22","0.188","48","0.41","CENTRAL NEW YORK","2010-2012","NY","68 S MAIN ST","13118"
"697","618","UNION SPRINGS CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","UNION SPRINGS","CAYUGA","DISTRICT TOTAL","POINT (-76.6912 42.8508)",,,,,"051901","42","0.15","51","0.182","93","0.332","CENTRAL NEW YORK","2010-2012","NY","239 CAYUGA ST","13160"
"697","618","UNION SPRINGS CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","UNION SPRINGS","CAYUGA","ELEMENTARY","POINT (-76.6912 42.8508)",,,,,"051901","27","0.156","29","0.168","56","0.324","CENTRAL NEW YORK","2010-2012","NY","239 CAYUGA ST","13160"
"697","618","UNION SPRINGS CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","UNION SPRINGS","CAYUGA","MIDDLE/HIGH","POINT (-76.6912 42.8508)",,,,,"051901","20","0.18","23","0.207","43","0.387","CENTRAL NEW YORK","2010-2012","NY","239 CAYUGA ST","13160"
"1687","2035","SO WESTERN CENT SCH-JAMESTOWN","SCHOOL DISTRICT","JAMESTOWN","CHAUTAUQUA","DISTRICT TOTAL","POINT (-79.294 42.0897)",,,,,"060201","43","0.176","27","0.111","70","0.287","WESTERN NEW YORK","2010-2012","NY","600 HUNT RD W E","14701"
"1687","2035","SO WESTERN CENT SCH-JAMESTOWN","SCHOOL DISTRICT","JAMESTOWN","CHAUTAUQUA","ELEMENTARY","POINT (-79.294 42.0897)",,,,,"060201","31","0.111","34","0.122","65","0.233","WESTERN NEW YORK","2010-2012","NY","600 HUNT RD W E","14701"
"1687","2035","SO WESTERN CENT SCH-JAMESTOWN","SCHOOL DISTRICT","JAMESTOWN","CHAUTAUQUA","MIDDLE/HIGH","POINT (-79.294 42.0897)",,,,,"060201","52","0.227","37","0.162","89","0.389","WESTERN NEW YORK","2010-2012","NY","600 HUNT RD W E","14701"
"1716","2035","FREWSBURG CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","FREWSBURG","CHAUTAUQUA","DISTRICT TOTAL","POINT (-79.1604 42.0542)",,,,,"060301","61","0.153","62","0.156","123","0.309","WESTERN NEW YORK","2010-2012","NY","26 INSTITUTE ST","14738"
"1716","2035","FREWSBURG CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","FREWSBURG","CHAUTAUQUA","ELEMENTARY","POINT (-79.1604 42.0542)",,,,,"060301","30","0.129","34","0.146","64","0.275","WESTERN NEW YORK","2010-2012","NY","26 INSTITUTE ST","14738"
"1716","2035","FREWSBURG CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","FREWSBURG","CHAUTAUQUA","MIDDLE/HIGH","POINT (-79.1604 42.0542)",,,,,"060301","37","0.227","28","0.172","65","0.399","WESTERN NEW YORK","2010-2012","NY","26 INSTITUTE ST","14738"
"1743","2035","CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","SINCLAIRVILLE","CHAUTAUQUA","DISTRICT TOTAL","POINT (-79.2827 42.2583)",,,,,"060401","79","0.216","53","0.145","132","0.361","WESTERN NEW YORK","2010-2012","NY","5935 RT 60","14782"
"1743","2035","CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","SINCLAIRVILLE","CHAUTAUQUA","ELEMENTARY","POINT (-79.2827 42.2583)",,,,,"060401","42","0.215","27","0.138","69","0.354","WESTERN NEW YORK","2010-2012","NY","5935 RT 60","14782"
"1743","2035","CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT","SCHOOL DISTRICT","SINCLAIRVILLE","CHAUTAUQUA","MIDDLE/HIGH","POINT (-79.2827 42.2583)",,,,,"060401","37","0.216","26","0.152","63","0.368","WESTERN NEW YORK","2010-2012","NY","5935 RT 60","14782"
